player,year,age,team,league,games,games_started,games_completed,innings,chances,putouts,assists,errors,double_plays,fielding_percentage,tz_runs,tz_runs_rate,drs,drs_rate,range_9,lg_range_9,range_g,lg_range_g
Yimi García,2024,33,2TM,AL,39,0,0,39.0,3,1,2,0,0,1.0,,,0,0.0,0.69,1.32,0.08,1.29
Yimi García,2024,33,TOR,AL,29,0,0,30.0,0,0,0,0,0,,,,-1,-7.0,0.0,1.32,0.0,1.29
Yimi García,2024,33,SEA,AL,10,0,0,9.0,3,1,2,0,0,1.0,,,1,22.0,3.0,1.3,0.3,1.29
Scott Alexander,2024,34,OAK,AL,45,0,0,38.2,8,1,7,0,0,1.0,,,1,5.0,1.86,1.3,0.18,1.29
Joey Cantillo,2024,24,CLE,AL,9,8,0,38.2,2,0,2,0,0,1.0,,,-1,-5.0,0.47,1.3,0.22,1.29
Tayler Saucedo,2024,31,SEA,AL,53,0,0,38.2,10,0,9,1,0,0.9,,,0,0.0,2.09,1.3,0.17,1.29
Tommy Henry,2024,26,ARI,NL,9,7,0,38.1,4,3,1,0,0,1.0,,,0,0.0,0.94,1.36,0.44,1.34
Rafael Montero,2024,33,HOU,AL,41,0,0,38.1,5,1,3,1,0,0.8,,,-2,-10.0,0.94,1.31,0.1,1.29
Wandy Peralta,2024,32,SDP,NL,46,0,0,38.1,7,2,5,0,0,1.0,,,1,5.0,1.64,1.36,0.15,1.34
Eddy Alvarez,2024,34,NYM,NL,12,3,0,38.0,18,9,9,0,1,1.0,1.0,22.0,1,32.0,4.26,4.03,1.38,3.85
Jorge Barrosa,2024,23,ARI,NL,6,3,3,38.0,11,10,0,1,0,0.909,1.0,38.0,1,32.0,2.37,2.2,1.67,2.18
Jake Cousins,2024,29,NYY,AL,37,0,0,38.0,6,0,6,0,0,1.0,,,-1,-5.0,1.42,1.3,0.16,1.29
Emilio Pagán,2024,33,CIN,NL,38,1,0,38.0,5,2,3,0,0,1.0,,,1,5.0,1.18,1.35,0.13,1.34
Jakson Reetz,2024,28,SFG,NL,6,4,3,38.0,39,39,0,0,0,1.0,0.0,0.0,-1,-32.0,9.24,9.07,6.5,8.93
Thyago Vieira,2024,31,3TM,2LG,28,0,0,38.0,6,3,2,1,0,0.833,,,0,0.0,1.18,1.37,0.18,1.34
Thyago Vieira,2024,31,2TM,NL,27,0,0,38.0,6,3,2,1,0,0.833,,,0,0.0,1.18,1.37,0.19,1.34
Thyago Vieira,2024,31,MIL,NL,16,0,0,22.1,3,0,2,1,0,0.667,,,1,9.0,0.81,1.37,0.13,1.34
Thyago Vieira,2024,31,BAL,AL,1,0,0,0.0,0,0,0,0,0,,,,0,,,,0.0,1.3
Thyago Vieira,2024,31,ARI,NL,11,0,0,15.2,3,3,0,0,0,1.0,,,-1,-13.0,1.72,1.38,0.27,1.34
Ian Hamilton,2024,29,NYY,AL,35,0,0,37.2,5,5,0,0,1,1.0,,,-1,-5.0,1.19,1.31,0.14,1.29
Zebby Matthews,2024,24,MIN,AL,9,9,0,37.2,10,4,5,1,0,0.9,,,0,0.0,2.15,1.31,1.0,1.29
Sam Moll,2024,32,CIN,NL,48,0,0,37.2,6,2,4,0,0,1.0,,,0,0.0,1.43,1.36,0.13,1.34
Manuel Rodríguez,2024,27,TBR,AL,40,0,0,37.2,5,1,4,0,0,1.0,,,0,0.0,1.19,1.31,0.13,1.29
Hunter Stratton,2024,27,PIT,NL,36,0,0,37.2,6,2,2,2,0,0.667,,,0,0.0,0.96,1.36,0.11,1.34
Danny Young,2024,30,NYM,NL,42,0,0,37.2,6,2,2,2,0,0.667,,,-1,-5.0,0.96,1.36,0.1,1.34
Brent Honeywell Jr.,2024,29,2TM,NL,20,1,0,37.2,9,5,4,0,1,1.0,,,1,5.0,2.15,1.36,0.45,1.34
Brent Honeywell Jr.,2024,29,PIT,NL,2,0,0,3.1,0,0,0,0,0,,,,0,0.0,0.0,1.35,0.0,1.35
Brent Honeywell Jr.,2024,29,LAD,NL,18,1,0,34.1,9,5,4,0,1,1.0,,,1,6.0,2.36,1.36,0.5,1.34
Colin Poche,2024,30,TBR,AL,43,0,0,37.1,1,0,1,0,0,1.0,,,0,0.0,0.24,1.3,0.02,1.29
Braxton Garrett,2024,26,MIA,NL,7,7,1,37.0,4,1,3,0,0,1.0,,,0,0.0,0.97,1.36,0.57,1.34
Luis Vázquez,2024,24,CHC,NL,10,3,2,37.0,18,6,11,1,1,0.944,1.0,23.0,0,0.0,4.14,3.43,1.7,3.42
Tyler Phillips,2024,26,PHI,NL,8,7,1,36.2,7,3,4,0,0,1.0,,,1,5.0,1.72,1.35,0.88,1.34
Dillon Tate,2024,30,2TM,AL,33,0,0,36.2,4,2,2,0,0,1.0,,,0,0.0,0.98,1.3,0.12,1.29
Dillon Tate,2024,30,BAL,AL,29,0,0,33.1,4,2,2,0,0,1.0,,,0,0.0,1.08,1.3,0.14,1.29
Dillon Tate,2024,30,TOR,AL,4,0,0,3.1,0,0,0,0,0,,,,0,0.0,0.0,1.35,0.0,1.3
Mason Black,2024,24,SFG,NL,9,8,0,36.1,4,2,2,0,0,1.0,,,0,0.0,0.99,1.36,0.44,1.34
Justin Wrobleski,2024,23,LAD,NL,8,6,0,36.1,2,0,1,1,0,0.5,,,-1,-6.0,0.25,1.36,0.13,1.34
JT Chargois,2024,33,2TM,2LG,36,0,0,36.1,3,1,2,0,0,1.0,,,1,6.0,0.74,1.34,0.08,1.31
JT Chargois,2024,33,MIA,NL,15,0,0,16.2,0,0,0,0,0,,,,0,0.0,0.0,1.35,0.0,1.34
JT Chargois,2024,33,SEA,AL,21,0,0,19.2,3,1,2,0,0,1.0,,,1,10.0,1.37,1.33,0.14,1.29
DaShawn Keirsey Jr.,2024,27,MIN,AL,6,4,3,36.0,6,5,1,0,0,1.0,1.0,17.0,0,0.0,1.5,2.28,1.0,2.23
Jason Vosler,2024,30,SEA,AL,6,4,2,36.0,24,21,3,0,3,1.0,0.0,-13.0,0,0.0,6.0,6.93,3.43,6.3
Nick Anderson,2024,33,KCR,AL,37,0,0,35.2,4,1,3,0,0,1.0,,,1,6.0,1.01,1.31,0.11,1.29
Jack Leiter,2024,24,TEX,AL,9,6,0,35.2,6,3,3,0,0,1.0,,,0,0.0,1.51,1.31,0.67,1.29
Nick Nastrini,2024,24,CHW,AL,9,8,0,35.2,3,1,2,0,0,1.0,,,-2,-11.0,0.76,1.31,0.33,1.29
Sixto Sánchez,2024,25,MIA,NL,14,7,0,35.2,8,5,3,0,2,1.0,,,0,0.0,2.02,1.36,0.57,1.34
Steven Okert,2024,32,MIN,AL,44,1,0,35.1,7,1,6,0,0,1.0,,,0,0.0,1.78,1.3,0.16,1.29
Isaac Collins,2024,26,MIL,NL,7,3,1,35.0,10,7,2,1,0,0.9,-1.0,-17.0,-1,-34.0,2.31,2.49,1.29,2.73
Kameron Misner,2024,26,TBR,AL,6,5,1,35.0,12,12,0,0,0,1.0,1.0,45.0,0,0.0,3.09,2.26,2.0,2.23
Carlos Narváez,2024,25,NYY,AL,6,4,3,35.0,42,41,1,0,0,1.0,1.0,34.0,1,34.0,10.8,9.15,7.0,9.03
Dedniel Núñez,2024,28,NYM,NL,25,0,0,35.0,3,0,1,2,0,0.333,,,0,0.0,0.26,1.36,0.04,1.34
Jake Woodford,2024,27,2TM,2LG,9,7,0,35.0,4,0,4,0,0,1.0,,,1,6.0,1.03,1.34,0.44,1.33
Jake Woodford,2024,27,CHW,AL,2,2,0,8.1,0,0,0,0,0,,,,0,0.0,0.0,1.3,0.0,1.3
Jake Woodford,2024,27,PIT,NL,7,5,0,26.2,4,0,4,0,0,1.0,,,1,8.0,1.35,1.35,0.57,1.34
Kody Funderburk,2024,27,MIN,AL,27,0,0,34.2,8,1,6,1,0,0.875,,,0,0.0,1.82,1.32,0.26,1.29
Cristian Javier,2024,27,HOU,AL,7,7,0,34.2,3,1,2,0,0,1.0,,,0,0.0,0.78,1.32,0.43,1.29
Ben Joyce,2024,23,LAA,AL,31,1,0,34.2,5,3,1,1,0,0.8,,,-2,-12.0,1.04,1.32,0.13,1.29
Steven Wilson,2024,29,CHW,AL,40,0,0,34.2,5,0,5,0,0,1.0,,,1,6.0,1.3,1.32,0.13,1.29
Tanner Gordon,2024,26,COL,NL,8,8,0,34.1,4,0,4,0,1,1.0,,,1,6.0,1.05,1.36,0.5,1.34
A.J. Minter,2024,30,ATL,NL,39,0,0,34.1,11,2,9,0,0,1.0,,,2,12.0,2.88,1.36,0.28,1.34
Graham Pauley,2024,23,SDP,NL,6,4,1,34.1,12,6,5,1,1,0.917,-1.0,-21.0,0,0.0,2.88,2.88,1.57,3.33
Chris Roycroft,2024,27,STL,NL,27,0,0,34.1,9,1,7,1,1,0.889,,,-1,-6.0,2.1,1.36,0.3,1.34
Richard Lovelady,2024,28,2TM,2LG,35,0,0,34.1,4,2,2,0,0,1.0,,,-2,-12.0,1.05,1.34,0.11,1.3
Richard Lovelady,2024,28,CHC,NL,7,0,0,5.2,3,2,1,0,0,1.0,,,-1,-35.0,4.76,1.43,0.43,1.34
Richard Lovelady,2024,28,TBR,AL,28,0,0,28.2,1,0,1,0,0,1.0,,,-1,-7.0,0.31,1.32,0.04,1.29
J.T. Ginn,2024,25,OAK,AL,8,6,0,34.0,6,5,1,0,1,1.0,,,1,6.0,1.59,1.3,0.75,1.29
Brandon Lockridge,2024,27,SDP,NL,8,3,3,34.0,10,10,0,0,0,1.0,1.0,25.0,0,0.0,2.65,2.2,1.25,2.18
Michel Otañez,2024,26,OAK,AL,36,0,0,34.0,0,0,0,0,0,,,,-1,-6.0,0.0,1.3,0.0,1.29
Brock Burke,2024,27,2TM,AL,34,1,0,34.0,7,3,4,0,0,1.0,,,0,0.0,1.85,1.32,0.21,1.29
Brock Burke,2024,27,TEX,AL,13,0,0,13.2,4,1,3,0,0,1.0,,,0,0.0,2.63,1.32,0.31,1.29
Brock Burke,2024,27,LAA,AL,21,1,0,20.1,3,2,1,0,0,1.0,,,0,0.0,1.33,1.33,0.14,1.29
Marco Gonzales,2024,32,PIT,NL,7,7,0,33.2,5,1,4,0,1,1.0,,,1,6.0,1.34,1.36,0.71,1.34
Adam Mazur,2024,23,SDP,NL,8,8,0,33.2,5,1,4,0,1,1.0,,,1,6.0,1.34,1.36,0.63,1.34
Willie Calhoun,2024,29,LAA,AL,5,4,3,33.0,34,30,4,0,3,1.0,0.0,4.0,0,0.0,9.27,7.69,6.8,6.78
Keston Hiura,2024,27,LAA,AL,5,4,1,33.0,11,3,7,1,1,0.909,-1.0,-33.0,-1,-36.0,2.73,3.98,2.0,3.92
Jeffrey Springs,2024,31,TBR,AL,7,7,0,33.0,2,2,0,0,0,1.0,,,-1,-6.0,0.55,1.31,0.29,1.29
Ryan Burr,2024,30,TOR,AL,34,4,0,32.2,4,2,1,1,0,0.75,,,0,0.0,0.83,1.32,0.09,1.29
Scott McGough,2024,34,ARI,NL,26,2,0,32.2,4,1,3,0,1,1.0,,,0,0.0,1.1,1.35,0.15,1.34
Jake Diekman,2024,37,NYM,NL,43,0,0,32.0,9,4,3,2,0,0.778,,,-1,-6.0,1.97,1.35,0.16,1.34
Jose A. Ferrer,2024,24,WSN,NL,31,0,0,32.0,4,0,4,0,0,1.0,,,0,0.0,1.13,1.35,0.13,1.34
Mickey Gasper,2024,28,BOS,AL,8,3,3,32.0,16,5,11,0,0,1.0,1.0,41.0,1,38.0,4.5,4.22,2.0,4.91
Joe Kelly,2024,36,LAD,NL,35,0,0,32.0,7,2,5,0,0,1.0,,,1,6.0,1.97,1.35,0.2,1.34
Julian Aguiar,2024,23,CIN,NL,7,7,0,31.2,6,2,4,0,0,1.0,,,0,0.0,1.71,1.36,0.86,1.34
Angel Chivilli,2024,21,COL,NL,30,0,0,31.2,9,4,5,0,1,1.0,,,0,0.0,2.56,1.36,0.3,1.34
Kyle Tyler,2024,27,MIA,NL,8,7,0,31.2,5,1,4,0,0,1.0,,,1,6.0,1.42,1.36,0.63,1.34
Josh Fleming,2024,28,PIT,NL,25,3,0,31.1,13,3,10,0,3,1.0,,,4,26.0,3.73,1.35,0.52,1.34
Michael Kelly,2024,31,OAK,AL,28,0,0,31.1,2,1,1,0,0,1.0,,,-1,-6.0,0.57,1.32,0.07,1.29
Jordan Leasure,2024,25,CHW,AL,33,0,0,31.1,4,2,2,0,0,1.0,,,1,6.0,1.15,1.32,0.12,1.29
Oswald Peraza,2024,24,NYY,AL,4,4,2,31.0,5,2,3,0,0,1.0,0.0,0.0,0,0.0,1.45,2.47,1.25,2.45
Rhett Lowder,2024,22,CIN,NL,6,6,0,30.2,3,1,1,1,0,0.667,,,0,0.0,0.59,1.35,0.33,1.33
Robbie Ray,2024,32,SFG,NL,7,7,0,30.2,2,0,2,0,0,1.0,,,-1,-7.0,0.59,1.35,0.29,1.34
Bradley Blalock,2024,23,2TM,NL,7,6,0,30.2,4,3,1,0,0,1.0,,,-1,-7.0,1.17,1.38,0.57,1.33
Bradley Blalock,2024,23,MIL,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0.0,0.0,1.8,0.0,1.3
Bradley Blalock,2024,23,COL,NL,6,6,0,29.2,4,3,1,0,0,1.0,,,-1,-7.0,1.21,1.37,0.67,1.33
Matt Bowman,2024,33,4TM,2LG,25,1,0,30.2,7,5,2,0,0,1.0,,,0,0.0,2.05,1.32,0.28,1.3
Matt Bowman,2024,33,3TM,AL,21,1,0,24.0,6,4,2,0,0,1.0,,,0,0.0,2.25,1.31,0.29,1.3
Matt Bowman,2024,33,MIN,AL,5,0,0,7.2,2,1,1,0,0,1.0,,,0,0.0,2.35,1.29,0.4,1.3
Matt Bowman,2024,33,ARI,NL,4,0,0,6.2,1,1,0,0,0,1.0,,,0,0.0,1.35,1.35,0.25,1.35
Matt Bowman,2024,33,SEA,AL,1,0,0,0.2,0,0,0,0,0,,,,0,0.0,0.0,1.35,0.0,1.3
Matt Bowman,2024,33,BAL,AL,15,1,0,15.2,4,3,1,0,0,1.0,,,0,0.0,2.3,1.32,0.27,1.29
Kris Bubic,2024,26,KCR,AL,27,0,0,30.1,5,1,3,1,0,0.8,,,0,0.0,1.19,1.31,0.15,1.29
Davis Daniel,2024,27,LAA,AL,6,6,0,30.1,4,3,0,1,0,0.75,,,0,0.0,0.89,1.31,0.5,1.28
Keegan Thompson,2024,29,CHC,NL,24,0,0,30.1,4,1,1,2,0,0.5,,,-1,-7.0,0.59,1.36,0.08,1.34
Yonny Chirinos,2024,30,MIA,NL,6,6,0,30.0,6,4,2,0,0,1.0,,,-1,-7.0,1.8,1.35,1.0,1.33
Carlos Hernández,2024,27,KCR,AL,27,0,0,30.0,2,1,1,0,0,1.0,,,-2,-13.0,0.6,1.32,0.07,1.29
Clayton Kershaw,2024,36,LAD,NL,7,7,0,30.0,4,1,2,1,0,0.75,,,0,0.0,0.9,1.35,0.43,1.34
Tony Santillan,2024,27,CIN,NL,29,1,0,30.0,5,2,1,2,0,0.6,,,0,0.0,0.9,1.35,0.1,1.34
Danny Coulombe,2024,34,BAL,AL,33,0,0,29.2,3,0,3,0,0,1.0,,,1,7.0,0.91,1.3,0.09,1.29
Brandon Bielak,2024,28,2TM,AL,16,0,0,29.2,4,0,4,0,0,1.0,,,0,0.0,1.21,1.3,0.25,1.29
Brandon Bielak,2024,28,HOU,AL,10,0,0,17.1,2,0,2,0,0,1.0,,,0,0.0,1.04,1.3,0.2,1.29
Brandon Bielak,2024,28,OAK,AL,6,0,0,12.1,2,0,2,0,0,1.0,,,0,0.0,1.46,1.31,0.33,1.28
Brenan Hanifee,2024,26,DET,AL,21,3,0,29.1,9,3,5,1,0,0.889,,,0,0.0,2.45,1.32,0.38,1.29
George Soriano,2024,25,MIA,NL,22,0,0,29.1,6,3,3,0,0,1.0,,,1,7.0,1.84,1.35,0.27,1.34
Eduardo Salazar,2024,26,2TM,NL,26,0,0,29.1,6,1,4,1,0,0.833,,,0,0.0,1.53,1.35,0.19,1.34
Eduardo Salazar,2024,26,LAD,NL,1,0,0,2.0,1,0,1,0,0,1.0,,,0,0.0,4.5,1.35,1.0,1.3
Eduardo Salazar,2024,26,WSN,NL,25,0,0,27.1,5,1,3,1,0,0.8,,,0,0.0,1.32,1.35,0.16,1.34
Bryce Teodosio,2024,25,LAA,AL,4,4,2,29.0,8,7,1,0,1,1.0,-1.0,-58.0,-1,-41.0,2.48,2.27,2.0,2.25
Spencer Howard,2024,27,2TM,2LG,9,3,0,29.0,2,0,2,0,0,1.0,,,-1,-7.0,0.62,1.33,0.22,1.33
Spencer Howard,2024,27,SFG,NL,7,2,0,24.0,2,0,2,0,0,1.0,,,-1,-8.0,0.75,1.35,0.29,1.34
Spencer Howard,2024,27,CLE,AL,2,1,0,5.0,0,0,0,0,0,,,,0,0.0,0.0,1.26,0.0,1.3
Drew Rasmussen,2024,28,TBR,AL,16,4,0,28.2,5,2,2,1,1,0.8,,,-1,-7.0,1.26,1.32,0.25,1.29
Aaron Ashby,2024,26,MIL,NL,14,2,0,28.1,1,1,0,0,0,1.0,,,-2,-14.0,0.32,1.37,0.07,1.34
Yilber Díaz,2024,23,ARI,NL,7,4,0,28.1,2,0,1,1,0,0.5,,,0,0.0,0.32,1.37,0.14,1.34
Logan Allen,2024,27,ARI,NL,12,0,0,28.0,6,2,4,0,0,1.0,,,0,0.0,1.93,1.35,0.5,1.34
Ryan Brasier,2024,36,LAD,NL,29,4,0,28.0,8,4,4,0,0,1.0,,,0,0.0,2.57,1.35,0.28,1.34
Hunter Feduccia,2024,27,LAD,NL,4,3,3,28.0,34,32,2,0,0,1.0,0.0,0.0,0,0.0,10.93,9.06,8.5,8.95
David Fletcher,2024,30,ATL,NL,5,3,1,28.0,20,6,14,0,4,1.0,1.0,43.0,1,43.0,6.43,4.15,4.0,4.1
Robert Gasser,2024,25,MIL,NL,5,5,0,28.0,6,3,2,1,0,0.833,,,-1,-7.0,1.61,1.35,1.0,1.34
Eduard Bazardo,2024,28,SEA,AL,23,0,0,27.2,2,1,1,0,0,1.0,,,-1,-7.0,0.65,1.3,0.09,1.29
Matt Manning,2024,26,DET,AL,5,5,0,27.2,3,1,2,0,1,1.0,,,-1,-7.0,0.98,1.3,0.6,1.3
Bryan Sammons,2024,29,DET,AL,6,0,0,27.1,1,0,1,0,0,1.0,,,0,0.0,0.33,1.32,0.17,1.28
Kolby Allard,2024,26,PHI,NL,7,4,0,27.0,5,2,3,0,0,1.0,,,1,7.0,1.67,1.37,0.71,1.34
Levi Jordan,2024,28,CIN,NL,6,2,2,27.0,4,3,1,0,1,1.0,-3.0,-120.0,0,0.0,1.33,2.47,0.67,2.5
Grant Anderson,2024,27,TEX,AL,23,0,0,26.2,2,0,2,0,0,1.0,,,-1,-8.0,0.68,1.32,0.09,1.29
Aaron Brooks,2024,34,OAK,AL,5,4,0,26.2,6,4,2,0,0,1.0,,,0,0.0,2.03,1.32,1.2,1.3
Chris Devenski,2024,33,TBR,AL,19,0,0,26.2,3,2,1,0,0,1.0,,,-1,-8.0,1.01,1.32,0.16,1.29
Ethan Roberts,2024,26,CHC,NL,21,0,0,26.2,3,1,2,0,0,1.0,,,1,8.0,1.01,1.35,0.14,1.34
Gerson Garabito,2024,28,TEX,AL,18,2,0,26.1,3,2,1,0,0,1.0,,,0,0.0,1.03,1.3,0.17,1.29
Jay Jackson,2024,36,MIN,AL,20,0,0,26.1,4,2,2,0,0,1.0,,,0,0.0,1.37,1.3,0.2,1.29
Bryan King,2024,27,HOU,AL,28,0,0,26.1,5,3,2,0,0,1.0,,,0,0.0,1.71,1.3,0.18,1.29
Gus Varland,2024,27,2TM,2LG,26,0,0,26.1,4,2,1,1,0,0.75,,,0,0.0,1.03,1.33,0.12,1.3
Gus Varland,2024,27,LAD,NL,7,0,0,6.0,3,2,1,0,0,1.0,,,1,33.0,4.5,1.35,0.43,1.34
Gus Varland,2024,27,CHW,AL,19,0,0,20.1,1,0,0,1,0,0.0,,,-1,-10.0,0.0,1.33,0.0,1.29
Kevin Alcántara,2024,21,CHC,NL,3,3,2,26.0,2,2,0,0,0,1.0,1.0,42.0,0,0.0,0.69,2.22,0.67,2.17
Luke Little,2024,23,CHC,NL,29,1,0,26.0,8,1,7,0,1,1.0,,,1,8.0,2.77,1.35,0.27,1.34
Yunior Marté,2024,29,PHI,NL,23,0,0,26.0,6,4,2,0,0,1.0,,,-2,-15.0,2.08,1.35,0.26,1.34
Liover Peguero,2024,23,PIT,NL,3,3,3,26.0,11,4,6,1,2,0.909,0.0,-18.0,0,0.0,3.46,3.81,3.33,3.77
Rob Brantly,2024,34,TBR,AL,3,3,3,25.2,18,17,1,0,0,1.0,0.0,0.0,1,47.0,6.31,9.19,6.0,9.03
Dany Jiménez,2024,30,OAK,AL,25,0,0,25.2,2,0,1,1,0,0.5,,,0,0.0,0.35,1.3,0.04,1.29
Hans Crouse,2024,25,LAA,AL,25,0,0,25.1,3,0,2,1,0,0.667,,,-1,-8.0,0.71,1.31,0.08,1.29
J.P. France,2024,29,HOU,AL,5,5,0,25.1,1,1,0,0,0,1.0,,,0,0.0,0.36,1.31,0.2,1.3
CJ Alexander,2024,27,KCR,AL,3,3,2,25.0,4,1,3,0,0,1.0,-2.0,-86.0,-1,-48.0,1.44,2.48,1.33,2.43
Kaleb Ort,2024,32,HOU,AL,22,0,0,24.2,1,0,0,1,0,0.0,,,0,0.0,0.0,1.31,0.0,1.29
Adam Cimber,2024,33,LAA,AL,28,0,0,24.1,4,0,4,0,1,1.0,,,1,8.0,1.48,1.29,0.14,1.29
Alek Manoah,2024,26,TOR,AL,5,5,0,24.1,2,1,1,0,0,1.0,,,0,0.0,0.74,1.29,0.4,1.3
Cody Poteet,2024,29,NYY,AL,5,4,0,24.1,7,5,2,0,0,1.0,,,1,8.0,2.59,1.29,1.4,1.3
Josh Staumont,2024,30,MIN,AL,25,0,0,24.1,3,1,2,0,0,1.0,,,0,0.0,1.11,1.29,0.12,1.29
Fraser Ellard,2024,26,CHW,AL,25,0,0,24.0,4,1,2,1,1,0.75,,,0,0.0,1.13,1.31,0.12,1.29
Kyle Manzardo,2024,23,CLE,AL,6,2,2,24.0,15,13,2,0,1,1.0,0.0,5.0,0,0.0,5.63,8.03,2.5,7.92
Kenny Rosenberg,2024,28,LAA,AL,7,1,0,24.0,2,0,2,0,0,1.0,,,0,0.0,0.75,1.31,0.29,1.29
Sam Hentges,2024,27,CLE,AL,25,0,0,23.2,3,1,2,0,0,1.0,,,0,0.0,1.14,1.29,0.12,1.29
Gabe Speier,2024,29,SEA,AL,29,0,0,23.2,3,0,3,0,0,1.0,,,-1,-8.0,1.14,1.29,0.1,1.29
Matt Festa,2024,31,2TM,2LG,19,0,0,23.2,5,2,3,0,0,1.0,,,-1,-8.0,1.9,1.33,0.26,1.29
Matt Festa,2024,31,NYM,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0.0,0.0,1.8,0.0,1.3
Matt Festa,2024,31,TEX,AL,18,0,0,22.2,5,2,3,0,0,1.0,,,-1,-9.0,1.99,1.31,0.28,1.29
Mitch White,2024,29,3TM,2LG,13,0,0,23.2,3,2,1,0,0,1.0,,,1,8.0,1.14,1.37,0.23,1.32
Mitch White,2024,29,2TM,NL,9,0,0,13.2,2,1,1,0,0,1.0,,,1,15.0,1.32,1.38,0.22,1.33
Mitch White,2024,29,TOR,AL,4,0,0,10.0,1,1,0,0,0,1.0,,,0,0.0,0.9,1.35,0.25,1.3
Mitch White,2024,29,SFG,NL,3,0,0,5.1,1,0,1,0,0,1.0,,,0,0.0,1.69,1.35,0.33,1.33
Mitch White,2024,29,MIL,NL,6,0,0,8.1,1,1,0,0,0,1.0,,,1,24.0,1.08,1.4,0.17,1.33
Bryan Baker,2024,29,BAL,AL,19,0,0,23.1,4,1,3,0,1,1.0,,,0,0.0,1.54,1.31,0.21,1.29
Victor González,2024,28,NYY,AL,27,0,0,23.1,6,3,3,0,0,1.0,,,1,9.0,2.31,1.31,0.22,1.29
Ron Marinaccio,2024,28,NYY,AL,16,0,0,23.1,4,1,2,1,0,0.75,,,-1,-9.0,1.16,1.31,0.19,1.29
Vinny Capra,2024,27,MIL,NL,3,2,2,23.0,8,1,7,0,0,1.0,1.0,47.0,0,0.0,3.13,2.82,2.67,2.93
Michael Helman,2024,28,MIN,AL,8,1,0,23.0,3,2,0,1,0,0.667,0.0,-10.0,0,0.0,0.78,2.27,0.25,2.26
Ty Madden,2024,24,DET,AL,6,1,0,23.0,2,2,0,0,0,1.0,,,-1,-9.0,0.78,1.29,0.33,1.28
Michael McGreevy,2024,23,STL,NL,4,3,0,23.0,8,1,7,0,0,1.0,,,1,9.0,3.13,1.37,2.0,1.35
Touki Toussaint,2024,28,CHW,AL,11,0,0,23.0,4,1,1,2,0,0.5,,,0,0.0,0.78,1.29,0.18,1.29
Will Warren,2024,25,NYY,AL,6,5,0,22.2,1,1,0,0,0,1.0,,,0,0.0,0.4,1.31,0.17,1.28
Brady Basso,2024,26,OAK,AL,7,4,0,22.1,1,0,1,0,0,1.0,,,-1,-9.0,0.4,1.29,0.14,1.29
Ray Kerr,2024,29,ATL,NL,10,2,0,22.1,6,1,3,2,0,0.667,,,-2,-18.0,1.61,1.37,0.4,1.34
Tommy Nance,2024,33,TOR,AL,20,0,0,22.0,6,4,1,1,0,0.833,,,-2,-18.0,2.05,1.31,0.25,1.29
Mason Englert,2024,24,DET,AL,12,1,0,21.2,1,1,0,0,0,1.0,,,0,0.0,0.42,1.33,0.08,1.29
Sean Reid-Foley,2024,28,NYM,NL,23,0,0,21.2,0,0,0,0,0,,,,-1,-9.0,0.0,1.37,0.0,1.34
Devin Williams,2024,29,MIL,NL,22,0,0,21.2,3,2,1,0,0,1.0,,,0,0.0,1.25,1.37,0.14,1.34
Enoli Paredes,2024,28,2TM,NL,18,0,0,21.2,1,0,1,0,0,1.0,,,0,0.0,0.42,1.37,0.06,1.34
Enoli Paredes,2024,28,MIL,NL,17,0,0,20.2,1,0,1,0,0,1.0,,,0,0.0,0.44,1.35,0.06,1.34
Enoli Paredes,2024,28,CHC,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0.0,0.0,1.8,0.0,1.3
Yerry Rodríguez,2024,26,2TM,AL,16,0,0,21.2,5,2,3,0,0,1.0,,,0,0.0,2.08,1.33,0.31,1.29
Yerry Rodríguez,2024,26,TEX,AL,12,0,0,17.0,4,1,3,0,0,1.0,,,0,0.0,2.12,1.32,0.33,1.29
Yerry Rodríguez,2024,26,TOR,AL,4,0,0,4.2,1,1,0,0,0,1.0,,,0,0.0,1.93,1.35,0.25,1.3
Taylor Trammell,2024,26,2TM,2LG,7,1,0,21.1,6,6,0,0,0,1.0,1.0,62.0,-1,-56.0,2.53,2.19,0.86,2.21
Taylor Trammell,2024,26,LAD,NL,3,1,0,12.0,5,5,0,0,0,1.0,1.0,140.0,0,0.0,3.75,2.18,1.67,2.17
Taylor Trammell,2024,26,NYY,AL,4,0,0,9.1,1,1,0,0,0,1.0,0.0,-39.0,-1,-129.0,0.96,2.22,0.25,2.25
Darren Baker,2024,25,WSN,NL,5,2,2,21.0,5,2,3,0,1,1.0,-1.0,-74.0,-2,-114.0,2.14,3.99,1.0,3.72
Sean Guenther,2024,28,DET,AL,17,0,0,21.0,2,1,1,0,0,1.0,,,0,0.0,0.86,1.33,0.12,1.29
Cade Marlowe,2024,27,SEA,AL,7,1,1,21.0,4,4,0,0,0,1.0,0.0,-11.0,0,0.0,1.71,2.27,0.57,2.24
Andrew McCutchen,2024,37,PIT,NL,5,2,1,21.0,6,6,0,0,0,1.0,0.0,-11.0,0,0.0,2.57,2.23,1.2,2.18
Duke Ellis,2024,26,2TM,AL,7,1,1,21.0,10,8,0,2,0,0.8,-1.0,-46.0,-1,-57.0,3.43,2.27,1.14,2.23
